ID,preco
24813264385557040124808779273028388499,68952.15
295636316453795508942188530111300065666,113631.84
101258309166227950735244624080888109884,81137.75
28348734455782469411126661985772047409,71092.03
193163160502972147671913739170248305797,108549.58
139253630820409254168638205788326666528,154645.5
326419999691485719634639600759445224896,137321.22
156628370616815763571334368907335612965,65475.418
36614410630357613931262379258535860898,122290.64
291271888210612274188960413687029000366,90858.98
123391565781278664516139635130262687131,125799.21
123706016861869402593139363350178946109,132769.56
36632577625670249282745154628154771956,169159.88
164207595063444188201781760346040950101,175885.05
239955085429338493258803589990879190331,273947.9
69245480563980661813837672936667978073,118338.17
213083299276273770441012668108180731534,168142.25
318159762424298853917632625763830087825,289405.94
33117132854758695177972115283474846588,140247.98
88691358898287974383112409767244045575,53550.71
104291660125102256822964448683795800829,84574.11
229159049944290757731992432258835580843,165483.48
266762076297176898039742519457728636794,183436.62
104580115312884789809424369774941896788,99228.64
198749598127132169075473932214557525537,135648.44
123052955459382316472159620428895623465,121410.555
274967927992094175606306142032269903560,129047.61
94029055283268215743939664009292516397,59787.9
316578267456959884921976601380284250110,97867.51
306685910665250798444039816450779149649,107515.88
66188027549532863985405599220925581449,79305.086
134376189051393721209029719875324497592,120245.4
196852379045120150434314692968333478877,157731.34
194896253925792256227269282874037598624,88105.41
30802913571397204261055892050656735204,154985.75
311594726202050728936634725325305285941,69545.58
56844591140680249279081033814842458251,59197.145
287932267471201009088612783110160474077,238649.89
227707541582330630651928671952232686013,82434.29
159865565498151686879177908437186969038,176666.94
213134344122764704997927180701963458068,208210.3
297237340057109307358959850637282327720,74751.15
39707508005092033474162988356547803403,149987.67
238883064995760960612489258822141116363,87089.91
328910600247775907684540774590673241956,126746.76
236443163133501554079465818887790419849,123164.445
339086611587907933259827091023380074017,238010.25
46762682352639841018005998314762241314,74767.516
332851965360873278751690249890598375787,159161.05
318962844431368296188428342222111798753,129652.77
29508733157411291188236397269743090442,233110.06
303899172930803198024495387312850315642,87578.016
147829693968192690980098974989103235349,228544.61
311952951456192568648075675322657702346,217401.03
214816736410055860693875412617840710187,215005.3
114342436621935401359342391703516446050,66726.78
105262926829261771335255175229497885298,91099.47
322757841954279565741052983110073930012,117759.85
87414772137318321056123452036506901451,103732.35
223712323530225776358311832143332374347,156509.62
79580031853927560411469032076370094174,102915.37
265553325344719242763690405389117404391,105323.79
146362474592218570897268283516726744173,83197.78
220100655478069334717968847612868495093,150705.78
194649061979690036596547232860495078676,156958.7
110302618697904040920367837020821736696,95679.07
67541029598097310843066980947045387347,69202.05
326659650604085308594008997463481485542,284495.03
192629759139105254963681311828877536485,136542.73
69841710307063976164565845258080626474,133732.55
249409999947534645866018577008644108808,112858.336
85866492976659266017671403272270701589,98784.695
262690598736005095491981277995787534235,62936.17
264871944513586820378114060586798646134,52484.555
65007011447431746792723280259168964989,124219.11
161125983096686963551715774966853935353,146676.42
149786487098779079932604937718722546167,132675.9
82865159330185716574718876498180913490,61165.69
330341121168412370869120817048660757361,225701.92
321749243383101771384831259671578569635,64366.656
332284587688029231672069911333129450581,96648.805
48814639719301625788525539017696752510,156440.2
310333670475181716214887780269841308365,217799.9
146067400642563592738543618999500736370,139773.27
277085524159263416468005408045248649177,67981.83
295571151333363528695777400893621841401,93641.57
119205574987012978478276451880752948075,249231.64
242095588993907306471620944508060374174,134137.77
81709535747591510989842069877824610462,39332.43
15848323671865414634182168863145090478,253243.47
145998175230215899308191208624899609601,151223.27
196015598052727600130379279789704352702,127370.19
180024349419380327843159234070791996786,48332.79
84393957089093451386684441360705434680,155730.34
252611373696960182404568442047053612350,166793.06
320603192346586151710015616951615770670,106875.305
232885107743284925726051622596675829242,195651.58
190249439704678534242390020114941396796,116506.664
256422820272973677524453523504837708215,105525.44
276535793783122819818526170874158887999,212357.27
183552244068628862003459132664331721445,228154.84
227314973421136955463152802461516237919,140890.17
69681696505336346357973889859314254600,84914.61
269316870661181099528103976002444258488,103135.15
128561331595683396216422237719004539990,74071.87
145297488656302959040249746388914516471,48279.246
58917214584820841138638409867430474859,123516.766
255341330599262704540564465465257241948,117420.34
88943750403904423882211193683466538084,251997.52
310910585309799441337555954251833949079,259633.9
63193552785558409760157978248444781262,138424.9
258579450435332148831405637593353374130,93726.54
213896251220602527095349942470074589345,55787.457
192539017657160520281474481423887976405,70176.35
92332061513982969944762185254010501705,52995.625
193001554941784690706085872563608368817,77380.914
75527819784571187962199110193099980616,107823.12
47063285741367175295277353123758277742,109382.22
267965721128868562015930409583697225958,73423.336
50940220762624598618525594592546212117,89908.445
278526283875232512486438797895800749452,87366.945
64581794010047170689091129965524968401,113033.08
155670954143914273959315537499853730336,228468.14
168357383490123442485940066378941087064,125135.164
156237096706300493284779269111219114001,107373.75
186898212376822949690313553922281072856,160633.9
159815295722605748196670594054248795533,131722.47
292835379925030498413555446379794152853,89769.77
298828706438321035894683602861355989686,93923.64
61519200800641392598504633559021184251,77727.36
142383175201736274150686729536193682719,141762.83
279510904953396104839941616543562549361,72718.45
192019515019464920897340034309886945197,226411.06
188987908104470547117285491059947238683,105323.91
86503335130539252589575930085525220512,205878.77
121499632395623164711620603043665131122,74686.63
223251930626793769837497075939653261596,111734.26
339043079067466199197919097218233426618,131674.02
206408821724575800098809144313368160727,119232.41
41227077571660459714164824109572627888,122622.14
93590499760051381595969375996271559611,158702.98
103548763887848411696184635919172048722,203650.92
32999934380034043567257544358711791975,134374.98
11597285848694041474958038790479547880,187138.31
14099181007036252790267337857910101065,110707.04
99483316755158959062267950550332086333,132950.92
287461661344676229540767493850097586866,134225.28
298678438882567553309157470675959396678,130406.55
40296380173213352022019178703102300240,174033.77
53891031349909174429713265625110552795,66166.92
10351816839490264400836779865541549707,80564.98
25264689748705324889969432406629913168,76993.65
191416597600111050005212770899263913785,147760.22
313900563813876677367923912910997317835,250042.8
288362370674997073600433840572192819666,34159.23
28246726049248901622097646140437129815,159869.77
13529626492922433822123375198537433734,128415.08
325857743874000454747150258369784626918,90604.56
140980541127567150887204134126879013300,100778.69
190572216849802750842327645117781658998,133711.23
312056818982449997262310371058196308242,72861.516
294447800337469077920405592841190830676,101150.23
69582326712290377670123267424368507042,84251.09
315570046575297731096916713164172196038,170631.06
929477407488224910291995620038388023,87236.0
187084377231660053596686601394042558301,145355.22
200810546512511215687759172629350192280,51252.0
298339540395398234573891800974953888113,49873.168
67661053781971165828839485333659270993,122876.68
10824128957473980185323325903086309502,206272.8
302370931832633166347480954406448511937,245162.12
28065606854640892071002546824657176583,54361.74
282010439859626078893759639851516276513,148465.6
78152255437855808363018495328805734165,249273.5
330428788516779223558140844883049282089,60646.004
307727673345718339322819413175561648721,51110.957
108163779989214413573163951440787096559,117026.99
82188465593192307517422259259817007578,108250.11
25017867074856823529453979346186751520,114012.74
255416836604447310975322407431761385421,113089.97
179074742713365265334600321151855005340,131341.97
65758494877743826816814872778103161865,96330.055
297650152411213114278083863428212684052,224653.64
68876633088097062317284667640435986974,201598.9
84286946302880993576264389865922668087,198778.66
234406464128438789237410698198309595452,175542.27
162035620879158231983508493583638833093,206296.72
330808301097684777212641443419061173730,99533.234
288777926421249469208896901556982838048,73142.92
327490099851025239026391619594691887024,262079.05
146758044822390040596603424147904596294,188693.28
162735324434678754648355054995678327752,148870.86
110170717884645988662987554576889413276,99001.88
275662047464685433169262927865389501307,282444.0
58359267318603402505882825561618738650,125521.63
237922929125526143189799443293159777547,100615.766
61200983639451451523418560205780671820,91232.93
294396956569318899242480306540916778483,84367.76
123379503433070074894692728446802597494,220106.92
30463466119310004091134660502846761287,110443.84
77952954903587773852739967721051915694,63067.246
89845128844677828688367403232018173706,147529.44
170989080450613382988002928275258234279,114189.9
67430275814383452461938812699711434243,230900.98
281700893365048937922755990189660094346,120333.766
116881036242709764174970158060797274741,72981.82
199721872055732590915363460190517898402,141013.22
126900271944451612208039752917681493344,142346.64
53746377842320671679846563294325197717,105183.29
188339679718489642546206547151426834185,166486.62
130783607129038106240796677443716936162,152766.88
322581675777730471943209263954286789424,62046.785
11625123744159096195513488557533145089,170135.83
224861385549853388850357517681978827286,150784.92
265976880351668216356797496645323343696,122361.805
241356076631215431759154692531372590458,130821.81
97218053228828622918167435157394805627,84005.17
175953016452269515438865435008941808148,98748.1
206841329546978447780153428542745668332,95909.48
273292979826243436636773481178429951239,32384.258
66682770124546732346470917263610565861,86571.945
100051815144089517067766888164862079575,119782.586
46593534172646630390493439612295080685,140737.28
302199848155523965593374060863277075053,114482.29
53497851444184315565430241829791178999,120319.46
291608123581028635700196807964991847903,129652.77
51760254549501495816638639541098826238,155280.31
111117183680172393514382032828462932506,39575.406
47814870338540202365008132487425668342,74603.98
29626671662446919148065271971930439455,196622.4
144718309243449779044361791877849770764,101348.81
231214712704263853189545000699465007284,129880.21
292950588503039639130205504667346554276,246142.23
156371036643474641898596813392103386131,79599.13
68115208444232375426300195229252792938,45690.008
166848431576136236695352222141499192897,93434.76
48737640670982057783735426378954513775,47288.844
316383304622383459227358323333113907582,127674.2
17924232496475225486787532084786323621,51598.523
22570233388491591241520840162449031106,111628.37
52273980556454766825027827311878190918,44698.75
183112925910051134504799800454231293649,82532.67
185200417681284243404252727253427152586,151698.11
167988430614355377983151393677317270000,139873.97
85899621912514551956850609052020950129,171646.77
44801160095142594028675834637016636572,257059.16
280344766986789438296611829388135732318,117176.07
45461507246998716236833048423901773332,102253.445
231123541998450010380375876355210958081,85199.55
40086376752288306848911708313745461812,151446.9
175331280423890356054635122993144411697,278317.38
5413292361593166138942299377108885096,153025.25
188609709733357317219821309440569497135,76085.266
77127038160463942590335903852591340784,192050.11
6159106674739264985139788559295227848,238983.44
326156537838995773614491994223310166167,223342.88
17562890935373533129845481915845643767,73009.65
153624945700491628123318975737455647526,156834.61
56798121749860804483268477987799591402,131117.48
296403054212351645259335217689723776337,156581.22
315674763947010160324251709578030138748,119108.586
233418999141807845640279803044042311015,223372.08
113424247324169052605619845514008181149,171946.36
88718838234886356478932303224515037900,182668.0
158242357867305611244314295956994595908,82633.695
180050907811051515642540697055573914638,132975.62
208718402519276222453036225006956058982,194824.73
121973321240780814410769164262295358241,50157.777
190027948453602761860609413670708567389,59864.34
146628616362535824430387055328129616126,70672.67
316511344353507089114471820775361278879,107940.47
45927308745151329208822668773104342646,224393.38
312459762106950083921103543798236671673,52666.62
277270510242400375167361222299507067304,29674.633
65490000658134998082958798215924329706,157553.12
106415666200611460132156162247801041114,84038.28
291008801159868517301850444268749651832,121624.86
284069324121366220253301658267578812297,108433.71
315624667267501301808035051574084302855,217112.55
103335512794819831387497355652869498845,117723.87
2545180518629842633886113009667810387,142896.44
314138839709238470295944894265454313835,116680.04
111687636651188736479469192425193430150,117227.766
39024041605314985698717304206355364209,147893.58
105918162749636100722880025831378047266,171053.38
277635020388776263932108318624389540517,136906.97
144111644304374197075690798170144869640,123980.695
149220409085869982813283205357522855320,258108.62
238448735974835100879759934391793698485,64322.492
11226640079520709849071249934404426008,115733.4
164035050811341222965184360915065969259,94017.3
96101930407794985050095583452276879079,213755.16
72218053762958231791717918371520436844,88876.93
260361840528102192520684221809377101597,134175.77
